RF,AB,NB,y
0.233103890866,0.469862600887,0.991136114187,0
0.103892418086,0.439932356149,0.0324459816556,0
0.0939971656737,0.439985831016,0.0321512875281,0
0.102753851045,0.439927284735,0.0386108478371,0
0.121257705102,0.442087396019,0.0311185773734,0
0.0961306876286,0.439893050204,0.024359528581,0
0.223638725004,0.469676547956,0.876942717561,0
0.0845033948528,0.440524502445,0.00751732554042,0
0.152377239357,0.463402584236,0.114750780197,0
0.101124144919,0.441020575874,0.0381670252786,0
0.143491986748,0.463357803377,0.0741145269619,0
0.0871810102933,0.437714113635,0.0136186321847,0
0.0904736083703,0.440503738436,0.0234839155719,0
0.0914700314586,0.439959413994,0.0288132620463,0
0.107353657053,0.442426376039,0.165387050437,0
0.0963743373174,0.440261175776,0.012461523376,0
0.0923305763223,0.439784161249,0.0235349092038,0
0.0935184514725,0.439819927898,0.0434640656669,0
0.122547584446,0.440846011718,0.231569446173,0
0.0876859631052,0.439746944744,0.0355586682367,0
0.0698961709795,0.439138288215,0.00846118308443,0
0.105794508005,0.439963649681,0.0636761046352,0
0.0932245800261,0.440743525683,0.0867179663353,0
0.116700469287,0.441200052828,0.0555805871547,0
0.0989857631683,0.440524221421,0.191082334603,0
0.0813626952075,0.438064186019,0.0236741432934,0
0.104016154211,0.439929580808,0.060605006862,0
0.100253624297,0.439708902994,0.0345871513329,0
0.0993182678401,0.440990954603,0.0334576210036,0
0.119387011421,0.442519269026,0.0436387548827,1
0.121837558317,0.441492563439,0.0560245180105,0
0.175633667157,0.451848821187,0.892777196705,0
0.110205855573,0.442220588618,0.161691938559,0
0.112920917688,0.440966574049,0.0305031448956,0
0.107539856444,0.440020067096,0.0595872779023,1
0.0901847363904,0.441000286499,0.0127783337407,0
0.111725550024,0.441569470807,0.0557156892751,0
0.148030690527,0.463316776732,0.103705014171,1
0.0744198001693,0.439028595397,0.0262702338473,0
0.110923263726,0.440006157519,0.0658189735952,0
0.11291739281,0.441030281404,0.0281348834015,0
0.0915240079132,0.440563043541,0.0212124515325,0
0.104003259136,0.441046816868,0.0186336579179,0
0.124157084276,0.441055557339,0.0861679476643,0
0.124357738819,0.442678011405,0.06584523278,0
0.0986216168445,0.439837029626,0.0679539547671,0
0.107313660942,0.440905057019,0.0486643477398,0
0.136050085783,0.441374728932,0.193918695103,0
0.077806008048,0.439451581123,0.0125515054555,0
0.103483893008,0.439893050204,0.0384699998072,0
0.101825531118,0.441276372026,0.0339327434515,0
0.105423955259,0.439780653767,0.0419574898882,0
0.103114539852,0.440907974926,0.0474994528402,1
0.110102194118,0.44153917088,0.0872049275253,0
0.122260891628,0.441310540192,0.0845232205263,0
0.100180582942,0.440657807905,0.0182967334843,0
0.14509872296,0.4415107871,0.259617974655,1
0.122074562431,0.440824218059,0.392154679084,0
0.0895466571927,0.439884202583,0.0382965636916,0
0.149454766399,0.463355231701,0.0805362445818,0
0.0997824907059,0.439807008768,0.0446586107939,0
0.0834562345982,0.439613586885,0.0214586137116,0
0.102457083941,0.43990562931,0.0292867503538,0
0.138399190136,0.46280745913,0.0517473334163,0
0.1033935737,0.44085466576,0.0459223237277,0
0.087075052173,0.440298684054,0.0283596504542,0
0.0999918446805,0.439770621649,0.017357778678,0
0.162854402783,0.463341799915,0.157148406126,0
0.104264749268,0.43990615058,0.08782857551,0
0.145750465992,0.46405786604,0.0527818181602,0
0.129068439153,0.442711897482,0.278816978418,0
0.121855985549,0.442377014811,0.0319700455493,0
0.165217925365,0.464085984596,0.164307429241,1
0.120470961106,0.441333257303,0.0621555977845,0
0.0747483202352,0.439028595397,0.00780103336824,0
0.0879420941144,0.439893050204,0.0337302198095,0
0.120987945368,0.43993947069,0.0762815041035,0
0.0894588129893,0.439821106448,0.0337125560736,0
0.100442006182,0.439926891376,0.0581917779836,0
0.108675972923,0.440020067096,0.0479773167129,0
0.0911501889026,0.440533428782,0.0204315918643,0
0.133739258863,0.462922449857,0.029247265466,1
0.120367649552,0.442343339992,0.0843471063039,0
0.0902336184209,0.439837029626,0.0347124015308,0
0.133389598965,0.462507739008,0.0164666002083,0
0.143341628929,0.463338553167,0.056025222053,0
0.102412952528,0.441226293546,0.018415649055,0
0.108211247752,0.43998272494,0.0465951636222,0
0.0916607449438,0.440369391023,0.032883291923,0
0.107038143941,0.439988379332,0.040666383215,0
0.111331545592,0.441502733844,0.0681407813273,0
0.0809320682321,0.439174644663,0.0157269667323,0
0.0883860557342,0.441040716691,0.0168088428504,0
0.102025413763,0.439873559231,0.0579516079989,0
0.161836117774,0.463788446486,0.524201936925,0
0.104356862792,0.43963066754,0.0881374559213,0
0.110573466209,0.439935235053,0.0509249130963,0
0.134789521322,0.441137590194,0.246640905065,0
0.108434493386,0.43990562931,0.0677446840442,0
0.144246048864,0.463174958231,0.120424931493,0
0.12115353185,0.441157164015,0.0838714862183,0
0.109152488219,0.441086334289,0.026155066682,0
0.128081957954,0.442672743645,0.0493063105113,0
0.100554580663,0.44026647912,0.0343091236981,0
0.0931899151193,0.439638360096,0.0329781433842,0
0.227232525903,0.466538997223,0.998544709304,0
0.11890994361,0.441364275181,0.0777550263473,0
0.118656963612,0.440725876197,0.020595743473,0
0.108117249539,0.441327719319,0.0350807299255,0
0.122995628672,0.442433309361,0.076990709138,0
0.111858914933,0.441263074883,0.0568419826941,0
0.0949683298147,0.441039803042,0.0209997237478,0
0.0897741004963,0.440758459572,0.0139706464742,0
0.105373822854,0.440534539279,0.0208147594548,0
0.145675430858,0.463298465514,0.0933153115157,0
0.0965304739397,0.441429342376,0.0312755727543,0
0.103968808772,0.439910364854,0.0654780059771,0
0.0713963329199,0.438972598627,0.00646965312968,0
0.0811047952858,0.439372609795,0.00935536922455,1
0.103687884501,0.44000665751,0.0864602130144,0
0.10368086413,0.440048932219,0.0486745843476,0
0.180752892232,0.449730960874,0.795563098557,0
0.0867698764278,0.439188321557,0.0163044359542,0
0.105277511065,0.44139971533,0.039607634533,0
0.0846154574365,0.439669411901,0.0110695647104,0
0.109349050195,0.440473805886,0.497460317345,0
0.0739868496265,0.438951274736,0.0120231084191,0
0.108673717762,0.440428603119,0.0209019089964,0
0.10999465793,0.441207804143,0.043114509191,0
0.104364910108,0.440587840237,0.0261881483574,0
0.0853241337297,0.439582122102,0.0207266147452,0
0.0890072775301,0.439731022268,0.026247724055,0
0.109048464388,0.44063442752,0.0194246996936,0
0.109946753922,0.440750012374,0.0493982688736,0
0.114434121966,0.440988915308,0.0316527182263,0
0.174972977861,0.463245996265,0.365582929267,0
0.0972776731509,0.440610157148,0.0276525745251,0
0.089610711436,0.439456138678,0.0125991233619,0
0.0968015314532,0.439900475113,0.0521449966932,0
0.0981151537748,0.44118318439,0.0283057461699,1
0.215987975907,0.47032151072,0.997939334802,0
0.0830532499625,0.439570935669,0.0267079908098,0
